Time (Sec);S1;S2;S3;S4;S11;S12;S13;S14;S15;S16;S17;
6.000091572078011;19159.862145199986;19159.999299999992;19159.999399999993;19160.0;19159.999299999992;19159.999299999992;19159.999299999992;19160.0;19160.0;19160.0;19160.0;
6.000241458017248;19159.862145199986;19159.999299999992;19159.999299999992;19160.0;19159.999299999992;19159.999299999992;19159.999299999992;19160.0;19160.0;19160.0;19160.0;
6.2746381263615065;19159.862045199985;19159.999299999992;19159.999299999992;19160.0;19159.999299999992;19159.999299999992;19159.999299999992;19160.0;19160.0;19160.0;19160.0;
6.2746381263615065;19159.839312399985;19159.999299999992;19159.999299999992;19160.0;19159.999299999992;19159.999299999992;19159.999299999992;19160.0;19160.0;19160.0;19160.0;
6.32025945969484;19159.839312399985;19159.999299999992;19159.999299999992;19160.0;19159.999299999992;19159.999299999992;19159.999299999992;19160.0;19160.0;19160.0;19160.0;
6.32041945969484;19159.839169399984;19159.999299999992;19159.999299999992;19160.0;19159.999299999992;19159.999299999992;19159.999299999992;19160.0;19160.0;19160.0;19160.0;
6.999803188930569;19159.839169399984;19159.999299999992;19159.999299999992;19160.0;19159.999299999992;19159.999299999992;19159.99919999999;19160.0;19160.0;19160.0;19160.0;
6.999946969560133;19159.839169399984;19159.999299999992;19159.999299999992;19160.0;19159.999299999992;19159.99919999999;19159.99919999999;19160.0;19160.0;19160.0;19160.0;
6.999957822319026;19159.839169399984;19159.99919999999;19159.999299999992;19160.0;19159.999299999992;19159.99919999999;19159.99919999999;19160.0;19160.0;19160.0;19160.0;
7.000113119704322;19159.839169399984;19159.99919999999;19159.999299999992;19160.0;19159.99919999999;19159.99919999999;19159.99919999999;19160.0;19160.0;19160.0;19160.0;
7.000287071912851;19159.839169399984;19159.99919999999;19159.99919999999;19160.0;19159.99919999999;19159.99919999999;19159.99919999999;19160.0;19160.0;19160.0;19160.0;
7.320401932980732;19159.839069399983;19159.99919999999;19159.99919999999;19160.0;19159.99919999999;19159.99919999999;19159.99919999999;19160.0;19160.0;19160.0;19160.0;
7.320401932980732;19159.816336599983;19159.99919999999;19159.99919999999;19160.0;19159.99919999999;19159.99919999999;19159.99919999999;19160.0;19160.0;19160.0;19160.0;
7.366023266314065;19159.816336599983;19159.99919999999;19159.99919999999;19160.0;19159.99919999999;19159.99919999999;19159.99919999999;19160.0;19160.0;19160.0;19160.0;
7.366183266314065;19159.81619359998;19159.99919999999;19159.99919999999;19160.0;19159.99919999999;19159.99919999999;19159.99919999999;19160.0;19160.0;19160.0;19160.0;
7.9997758207597345;19159.81619359998;19159.99919999999;19159.99919999999;19160.0;19159.99919999999;19159.99919999999;19159.99909999999;19160.0;19160.0;19160.0;19160.0;
7.999949196619955;19159.81619359998;19159.99919999999;19159.99919999999;19160.0;19159.99919999999;19159.99909999999;19159.99909999999;19160.0;19160.0;19160.0;19160.0;
7.999957662367372;19159.81619359998;19159.99909999999;19159.99919999999;19160.0;19159.99919999999;19159.99909999999;19159.99909999999;19160.0;19160.0;19160.0;19160.0;
8.000134667330633;19159.81619359998;19159.99909999999;19159.99919999999;19160.0;19159.99909999999;19159.99909999999;19159.99909999999;19160.0;19160.0;19160.0;19160.0;
8.000332685808456;19159.81619359998;19159.99909999999;19159.99909999999;19160.0;19159.99909999999;19159.99909999999;19159.99909999999;19160.0;19160.0;19160.0;19160.0;
8.36616573959996;19159.81609359998;19159.99909999999;19159.99909999999;19160.0;19159.99909999999;19159.99909999999;19159.99909999999;19160.0;19160.0;19160.0;19160.0;
8.36616573959996;19159.79336079998;19159.99909999999;19159.99909999999;19160.0;19159.99909999999;19159.99909999999;19159.99909999999;19160.0;19160.0;19160.0;19160.0;
8.411787072933294;19159.79336079998;19159.99909999999;19159.99909999999;19160.0;19159.99909999999;19159.99909999999;19159.99909999999;19160.0;19160.0;19160.0;19160.0;
8.411947072933293;19159.79321779998;19159.99909999999;19159.99909999999;19160.0;19159.99909999999;19159.99909999999;19159.99909999999;19160.0;19160.0;19160.0;19160.0;
8.999748452588902;19159.79321779998;19159.99909999999;19159.99909999999;19160.0;19159.99909999999;19159.99909999999;19159.99899999999;19160.0;19160.0;19160.0;19160.0;
8.999951423679779;19159.79321779998;19159.99909999999;19159.99909999999;19160.0;19159.99909999999;19159.99899999999;19159.99899999999;19160.0;19160.0;19160.0;19160.0;
8.99995750241572;19159.79321779998;19159.99899999999;19159.99909999999;19160.0;19159.99909999999;19159.99899999999;19159.99899999999;19160.0;19160.0;19160.0;19160.0;
9.000156214956945;19159.79321779998;19159.99899999999;19159.99909999999;19160.0;19159.99899999999;19159.99899999999;19159.99899999999;19160.0;19160.0;19160.0;19160.0;
9.00037829970406;19159.79321779998;19159.99899999999;19159.99899999999;19160.0;19159.99899999999;19159.99899999999;19159.99899999999;19160.0;19160.0;19160.0;19160.0;
9.411929546219188;19159.793117799978;19159.99899999999;19159.99899999999;19160.0;19159.99899999999;19159.99899999999;19159.99899999999;19160.0;19160.0;19160.0;19160.0;
9.411929546219188;19159.770384999978;19159.99899999999;19159.99899999999;19160.0;19159.99899999999;19159.99899999999;19159.99899999999;19160.0;19160.0;19160.0;19160.0;
9.457550879552521;19159.770384999978;19159.99899999999;19159.99899999999;19160.0;19159.99899999999;19159.99899999999;19159.99899999999;19160.0;19160.0;19160.0;19160.0;
9.45771087955252;19159.770241999977;19159.99899999999;19159.99899999999;19160.0;19159.99899999999;19159.99899999999;19159.99899999999;19160.0;19160.0;19160.0;19160.0;
9.999721084418068;19159.770241999977;19159.99899999999;19159.99899999999;19160.0;19159.99899999999;19159.99899999999;19159.998899999988;19160.0;19160.0;19160.0;19160.0;
9.9999536507396;19159.770241999977;19159.99899999999;19159.99899999999;19160.0;19159.99899999999;19159.998899999988;19159.998899999988;19160.0;19160.0;19160.0;19160.0;
9.999957342464064;19159.770241999977;19159.998899999988;19159.99899999999;19160.0;19159.99899999999;19159.998899999988;19159.998899999988;19160.0;19160.0;19160.0;19160.0;
10.000177762583256;19159.770241999977;19159.998899999988;19159.99899999999;19160.0;19159.998899999988;19159.998899999988;19159.998899999988;19160.0;19160.0;19160.0;19160.0;
10.000423913599663;19159.770241999977;19159.998899999988;19159.998899999988;19160.0;19159.998899999988;19159.998899999988;19159.998899999988;19160.0;19160.0;19160.0;19160.0;
10.457693352838414;19159.770141999976;19159.998899999988;19159.998899999988;19160.0;19159.998899999988;19159.998899999988;19159.998899999988;19160.0;19160.0;19160.0;19160.0;
10.457693352838414;19159.747409199976;19159.998899999988;19159.998899999988;19160.0;19159.998899999988;19159.998899999988;19159.998899999988;19160.0;19160.0;19160.0;19160.0;
10.503314686171747;19159.747409199976;19159.998899999988;19159.998899999988;19160.0;19159.998899999988;19159.998899999988;19159.998899999988;19160.0;19160.0;19160.0;19160.0;
10.503474686171746;19159.747266199975;19159.998899999988;19159.998899999988;19160.0;19159.998899999988;19159.998899999988;19159.998899999988;19160.0;19160.0;19160.0;19160.0;
10.999693716247233;19159.747266199975;19159.998899999988;19159.998899999988;19160.0;19159.998899999988;19159.998899999988;19159.998799999987;19160.0;19160.0;19160.0;19160.0;
10.99995587779942;19159.747266199975;19159.998899999988;19159.998899999988;19160.0;19159.998899999988;19159.998799999987;19159.998799999987;19160.0;19160.0;19160.0;19160.0;
10.999957182512409;19159.747266199975;19159.998799999987;19159.998899999988;19160.0;19159.998899999988;19159.998799999987;19159.998799999987;19160.0;19160.0;19160.0;19160.0;
11.000199310209565;19159.747266199975;19159.998799999987;19159.998899999988;19160.0;19159.998799999987;19159.998799999987;19159.998799999987;19160.0;19160.0;19160.0;19160.0;
11.000469527495266;19159.747266199975;19159.998799999987;19159.998799999987;19160.0;19159.998799999987;19159.998799999987;19159.998799999987;19160.0;19160.0;19160.0;19160.0;
11.50345715945764;19159.747166199973;19159.998799999987;19159.998799999987;19160.0;19159.998799999987;19159.998799999987;19159.998799999987;19160.0;19160.0;19160.0;19160.0;
11.50345715945764;19159.724433399973;19159.998799999987;19159.998799999987;19160.0;19159.998799999987;19159.998799999987;19159.998799999987;19160.0;19160.0;19160.0;19160.0;
11.549078492790972;19159.724433399973;19159.998799999987;19159.998799999987;19160.0;19159.998799999987;19159.998799999987;19159.998799999987;19160.0;19160.0;19160.0;19160.0;
11.549238492790971;19159.724290399972;19159.998799999987;19159.998799999987;19160.0;19159.998799999987;19159.998799999987;19159.998799999987;19160.0;19160.0;19160.0;19160.0;
11.9996663480764;19159.724290399972;19159.998799999987;19159.998799999987;19160.0;19159.998799999987;19159.998799999987;19159.998699999986;19160.0;19160.0;19160.0;19160.0;
11.999957022560755;19159.724290399972;19159.998699999986;19159.998799999987;19160.0;19159.998799999987;19159.998799999987;19159.998699999986;19160.0;19160.0;19160.0;19160.0;
11.999958104859244;19159.724290399972;19159.998699999986;19159.998799999987;19160.0;19159.998799999987;19159.998699999986;19159.998699999986;19160.0;19160.0;19160.0;19160.0;
12.000220857835878;19159.724290399972;19159.998699999986;19159.998799999987;19160.0;19159.998699999986;19159.998699999986;19159.998699999986;19160.0;19160.0;19160.0;19160.0;
12.00051514139087;19159.724290399972;19159.998699999986;19159.998699999986;19160.0;19159.998699999986;19159.998699999986;19159.998699999986;19160.0;19160.0;19160.0;19160.0;
12.549220966076867;19159.72419039997;19159.998699999986;19159.998699999986;19160.0;19159.998699999986;19159.998699999986;19159.998699999986;19160.0;19160.0;19160.0;19160.0;
12.549220966076867;19159.70145759997;19159.998699999986;19159.998699999986;19160.0;19159.998699999986;19159.998699999986;19159.998699999986;19160.0;19160.0;19160.0;19160.0;
12.5948422994102;19159.70145759997;19159.998699999986;19159.998699999986;19160.0;19159.998699999986;19159.998699999986;19159.998699999986;19160.0;19160.0;19160.0;19160.0;
12.595002299410199;19159.70131459997;19159.998699999986;19159.998699999986;19160.0;19159.998699999986;19159.998699999986;19159.998699999986;19160.0;19160.0;19160.0;19160.0;
12.999638979905566;19159.70131459997;19159.998699999986;19159.998699999986;19160.0;19159.998699999986;19159.998699999986;19159.998599999984;19160.0;19160.0;19160.0;19160.0;
12.999956862609102;19159.70131459997;19159.998599999984;19159.998699999986;19160.0;19159.998699999986;19159.998699999986;19159.998599999984;19160.0;19160.0;19160.0;19160.0;
12.999960331919066;19159.70131459997;19159.998599999984;19159.998699999986;19160.0;19159.998699999986;19159.998599999984;19159.998599999984;19160.0;19160.0;19160.0;19160.0;
13.000242405462187;19159.70131459997;19159.998599999984;19159.998699999986;19160.0;19159.998599999984;19159.998599999984;19159.998599999984;19160.0;19160.0;19160.0;19160.0;
13.000560755286472;19159.70131459997;19159.998599999984;19159.998599999984;19160.0;19159.998599999984;19159.998599999984;19159.998599999984;19160.0;19160.0;19160.0;19160.0;
13.59498477269609;19159.70121459997;19159.998599999984;19159.998599999984;19160.0;19159.998599999984;19159.998599999984;19159.998599999984;19160.0;19160.0;19160.0;19160.0;
13.59498477269609;19159.67848179997;19159.998599999984;19159.998599999984;19160.0;19159.998599999984;19159.998599999984;19159.998599999984;19160.0;19160.0;19160.0;19160.0;
13.640606106029423;19159.67848179997;19159.998599999984;19159.998599999984;19160.0;19159.998599999984;19159.998599999984;19159.998599999984;19160.0;19160.0;19160.0;19160.0;
13.640766106029423;19159.678338799968;19159.998599999984;19159.998599999984;19160.0;19159.998599999984;19159.998599999984;19159.998599999984;19160.0;19160.0;19160.0;19160.0;
13.999611611734728;19159.678338799968;19159.998599999984;19159.998599999984;19160.0;19159.998599999984;19159.998599999984;19159.998499999983;19160.0;19160.0;19160.0;19160.0;
13.999956702657444;19159.678338799968;19159.998499999983;19159.998599999984;19160.0;19159.998599999984;19159.998599999984;19159.998499999983;19160.0;19160.0;19160.0;19160.0;
13.999962558978885;19159.678338799968;19159.998499999983;19159.998599999984;19160.0;19159.998599999984;19159.998499999983;19159.998499999983;19160.0;19160.0;19160.0;19160.0;
14.000263953088494;19159.678338799968;19159.998499999983;19159.998599999984;19160.0;19159.998499999983;19159.998499999983;19159.998499999983;19160.0;19160.0;19160.0;19160.0;
14.000606369182073;19159.678338799968;19159.998499999983;19159.998499999983;19160.0;19159.998499999983;19159.998499999983;19159.998499999983;19160.0;19160.0;19160.0;19160.0;
14.640748579315316;19159.678238799966;19159.998499999983;19159.998499999983;19160.0;19159.998499999983;19159.998499999983;19159.998499999983;19160.0;19160.0;19160.0;19160.0;
14.640748579315316;19159.655505999966;19159.998499999983;19159.998499999983;19160.0;19159.998499999983;19159.998499999983;19159.998499999983;19160.0;19160.0;19160.0;19160.0;
14.686369912648649;19159.655505999966;19159.998499999983;19159.998499999983;19160.0;19159.998499999983;19159.998499999983;19159.998499999983;19160.0;19160.0;19160.0;19160.0;
14.686529912648648;19159.655362999965;19159.998499999983;19159.998499999983;19160.0;19159.998499999983;19159.998499999983;19159.998499999983;19160.0;19160.0;19160.0;19160.0;
14.999584243563895;19159.655362999965;19159.998499999983;19159.998499999983;19160.0;19159.998499999983;19159.998499999983;19159.998399999982;19160.0;19160.0;19160.0;19160.0;
14.99995654270579;19159.655362999965;19159.998399999982;19159.998499999983;19160.0;19159.998499999983;19159.998499999983;19159.998399999982;19160.0;19160.0;19160.0;19160.0;
14.999964786038708;19159.655362999965;19159.998399999982;19159.998499999983;19160.0;19159.998499999983;19159.998399999982;19159.998399999982;19160.0;19160.0;19160.0;19160.0;
15.000285500714806;19159.655362999965;19159.998399999982;19159.998499999983;19160.0;19159.998399999982;19159.998399999982;19159.998399999982;19160.0;19160.0;19160.0;19160.0;
15.000651983077677;19159.655362999965;19159.998399999982;19159.998399999982;19160.0;19159.998399999982;19159.998399999982;19159.998399999982;19160.0;19160.0;19160.0;19160.0;
15.686512385934543;19159.655262999964;19159.998399999982;19159.998399999982;19160.0;19159.998399999982;19159.998399999982;19159.998399999982;19160.0;19160.0;19160.0;19160.0;
15.686512385934543;19159.632530199964;19159.998399999982;19159.998399999982;19160.0;19159.998399999982;19159.998399999982;19159.998399999982;19160.0;19160.0;19160.0;19160.0;
15.732133719267877;19159.632530199964;19159.998399999982;19159.998399999982;19160.0;19159.998399999982;19159.998399999982;19159.998399999982;19160.0;19160.0;19160.0;19160.0;
15.732293719267876;19159.632387199963;19159.998399999982;19159.998399999982;19160.0;19159.998399999982;19159.998399999982;19159.998399999982;19160.0;19160.0;19160.0;19160.0;
15.999556875393061;19159.632387199963;19159.998399999982;19159.998399999982;19160.0;19159.998399999982;19159.998399999982;19159.99829999998;19160.0;19160.0;19160.0;19160.0;
15.999956382754137;19159.632387199963;19159.99829999998;19159.998399999982;19160.0;19159.998399999982;19159.998399999982;19159.99829999998;19160.0;19160.0;19160.0;19160.0;
15.99996701309853;19159.632387199963;19159.99829999998;19159.998399999982;19160.0;19159.998399999982;19159.99829999998;19159.99829999998;19160.0;19160.0;19160.0;19160.0;
16.000307048341117;19159.632387199963;19159.99829999998;19159.998399999982;19160.0;19159.99829999998;19159.99829999998;19159.99829999998;19160.0;19160.0;19160.0;19160.0;
16.000697596973282;19159.632387199963;19159.99829999998;19159.99829999998;19160.0;19159.99829999998;19159.99829999998;19159.99829999998;19160.0;19160.0;19160.0;19160.0;
16.73227619255377;19159.632287199962;19159.99829999998;19159.99829999998;19160.0;19159.99829999998;19159.99829999998;19159.99829999998;19160.0;19160.0;19160.0;19160.0;
16.73227619255377;19159.60955439996;19159.99829999998;19159.99829999998;19160.0;19159.99829999998;19159.99829999998;19159.99829999998;19160.0;19160.0;19160.0;19160.0;
16.777897525887102;19159.60955439996;19159.99829999998;19159.99829999998;19160.0;19159.99829999998;19159.99829999998;19159.99829999998;19160.0;19160.0;19160.0;19160.0;
16.778057525887103;19159.60941139996;19159.99829999998;19159.99829999998;19160.0;19159.99829999998;19159.99829999998;19159.99829999998;19160.0;19160.0;19160.0;19160.0;
16.999529507222228;19159.60941139996;19159.99829999998;19159.99829999998;19160.0;19159.99829999998;19159.99829999998;19159.99819999998;19160.0;19160.0;19160.0;19160.0;
16.99995622280248;19159.60941139996;19159.99819999998;19159.99829999998;19160.0;19159.99829999998;19159.99829999998;19159.99819999998;19160.0;19160.0;19160.0;19160.0;
16.99996924015835;19159.60941139996;19159.99819999998;19159.99829999998;19160.0;19159.99829999998;19159.99819999998;19159.99819999998;19160.0;19160.0;19160.0;19160.0;
17.000328595967424;19159.60941139996;19159.99819999998;19159.99829999998;19160.0;19159.99819999998;19159.99819999998;19159.99819999998;19160.0;19160.0;19160.0;19160.0;
17.00074321086888;19159.60941139996;19159.99819999998;19159.99819999998;19160.0;19159.99819999998;19159.99819999998;19159.99819999998;19160.0;19160.0;19160.0;19160.0;
17.77803999917299;19159.60931139996;19159.99819999998;19159.99819999998;19160.0;19159.99819999998;19159.99819999998;19159.99819999998;19160.0;19160.0;19160.0;19160.0;
17.77803999917299;19159.58657859996;19159.99819999998;19159.99819999998;19160.0;19159.99819999998;19159.99819999998;19159.99819999998;19160.0;19160.0;19160.0;19160.0;
17.823661332506322;19159.58657859996;19159.99819999998;19159.99819999998;19160.0;19159.99819999998;19159.99819999998;19159.99819999998;19160.0;19160.0;19160.0;19160.0;
17.823821332506324;19159.58643559996;19159.99819999998;19159.99819999998;19160.0;19159.99819999998;19159.99819999998;19159.99819999998;19160.0;19160.0;19160.0;19160.0;
17.999502139051387;19159.58643559996;19159.99819999998;19159.99819999998;19160.0;19159.99819999998;19159.99819999998;19159.99809999998;19160.0;19160.0;19160.0;19160.0;
17.99995606285082;19159.58643559996;19159.99809999998;19159.99819999998;19160.0;19159.99819999998;19159.99819999998;19159.99809999998;19160.0;19160.0;19160.0;19160.0;
17.999971467218167;19159.58643559996;19159.99809999998;19159.99819999998;19160.0;19159.99819999998;19159.99809999998;19159.99809999998;19160.0;19160.0;19160.0;19160.0;
18.00035014359373;19159.58643559996;19159.99809999998;19159.99819999998;19160.0;19159.99809999998;19159.99809999998;19159.99809999998;19160.0;19160.0;19160.0;19160.0;
18.00078882476448;19159.58643559996;19159.99809999998;19159.99809999998;19160.0;19159.99809999998;19159.99809999998;19159.99809999998;19160.0;19160.0;19160.0;19160.0;
18.823803805792217;19159.586335599957;19159.99809999998;19159.99809999998;19160.0;19159.99809999998;19159.99809999998;19159.99809999998;19160.0;19160.0;19160.0;19160.0;
18.823803805792217;19159.563602799957;19159.99809999998;19159.99809999998;19160.0;19159.99809999998;19159.99809999998;19159.99809999998;19160.0;19160.0;19160.0;19160.0;
18.86942513912555;19159.563602799957;19159.99809999998;19159.99809999998;19160.0;19159.99809999998;19159.99809999998;19159.99809999998;19160.0;19160.0;19160.0;19160.0;
18.86958513912555;19159.563459799956;19159.99809999998;19159.99809999998;19160.0;19159.99809999998;19159.99809999998;19159.99809999998;19160.0;19160.0;19160.0;19160.0;
18.999474770880553;19159.563459799956;19159.99809999998;19159.99809999998;19160.0;19159.99809999998;19159.99809999998;19159.997999999978;19160.0;19160.0;19160.0;19160.0;
18.999955902899167;19159.563459799956;19159.997999999978;19159.99809999998;19160.0;19159.99809999998;19159.99809999998;19159.997999999978;19160.0;19160.0;19160.0;19160.0;
18.99997369427799;19159.563459799956;19159.997999999978;19159.99809999998;19160.0;19159.99809999998;19159.997999999978;19159.997999999978;19160.0;19160.0;19160.0;19160.0;
19.000371691220042;19159.563459799956;19159.997999999978;19159.99809999998;19160.0;19159.997999999978;19159.997999999978;19159.997999999978;19160.0;19160.0;19160.0;19160.0;
19.000834438660085;19159.563459799956;19159.997999999978;19159.997999999978;19160.0;19159.997999999978;19159.997999999978;19159.997999999978;19160.0;19160.0;19160.0;19160.0;
19.869567612411444;19159.563359799955;19159.997999999978;19159.997999999978;19160.0;19159.997999999978;19159.997999999978;19159.997999999978;19160.0;19160.0;19160.0;19160.0;
